Accession,library_strategy,library_source,library_selection,library_layout,platform,model,tax_id,reads
GSE93477,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina genome analyzer iix,10090,24279473.333333332
GSE93479,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,52282560
GSE93494,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,31557381
GSE93511,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,13466891.083333334
GSE93514,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,26794319.166666668
GSE93516,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9615,25527326.79310345
GSE93526,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,32220168.863636363
GSE93528,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,2602378
GSE93530,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,38402515.75
GSE93533,RIP-Seq,TRANSCRIPTOMIC,other,PAIRED,illumina,illumina nextseq 500,10090,77069473.125
GSE93535,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,29609671.25
GSE93540,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,4081,30320893.666666668
GSE93543,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,55312898.5
GSE93547,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,223926,12517269.2
GSE93554,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1500,10090,8570249.111111112
GSE93555,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9534,44870359.666666664
GSE93558,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,23529533.6
GSE93560,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,3702,44303297.458333336
GSE93562,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,12762901.583333334
GSE93566,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,52769773.25
GSE93573,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,10090,3120377.02
GSE93574,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,10090,30785150.166666668
GSE93576,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 1000,10090,6519872.4
GSE93578,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina genome analyzer ii,9606,50664168.78571428
GSE93581,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,35798679.25
GSE93582,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,7782,24395915
GSE93585,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,38899357.166666664
GSE93590,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,12255533.791666666
GSE93591,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,48698236.61
GSE93593,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,2151930.4
GSE93594,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,63131224.5
GSE93598,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,50288131.1875
GSE93604,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,44685626.166666664
GSE93605,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,7562258.666666667
GSE93610,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,26672194.35
GSE93611,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,26672194.35
GSE93614,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,1148,21163074.833333332
GSE93619,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,14591351.777777778
GSE93620,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,35570899.25
GSE93622,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,48321779.75
GSE93623,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,48321779.75
GSE93624,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,18963379.85
GSE93627,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,71019968.76923077
GSE93629,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,30546172.916666668
GSE93636,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,35134086
GSE93644,RIP-Seq,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 2000,9606,6044239.111111111
GSE93655,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,40183328.5
GSE93657,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,9358966.333333334
GSE93670,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,35251036.833333336
GSE93672,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,10183722.555555556
GSE93674,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,41418329.416666664
GSE93675,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,23815861.083333332
GSE93678,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,18582721.923076924
GSE93681,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,44180250.916666664
GSE93685,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,43179,73961479.4
GSE93686,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,90370,12402643.5
GSE93699,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,7227,11090619.033333333
GSE93702,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent proton,10090,36894604.166666664
GSE93705,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,29865929.5
GSE93709,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,186920318
GSE93716,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,10287107.5
GSE93717,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,9847063.833333334
GSE93722,NA,NA,NA,NA,NA,NA,NA,NA
GSE93724,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,6239,29518981.92156863
GSE93729,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,49088329.25
GSE93734,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9823,19128970.346153848
GSE93735,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,48818960.71428572
GSE93737,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7227,11371521.166666666
GSE93744,RIP-Seq,TRANSCRIPTOMIC,other,PAIRED,illumina,illumina hiseq 4000,9606,64567076.166666664
GSE93748,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,18110663.5
GSE93753,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,55507063.25
GSE93758,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,17984488.833333332
GSE93761,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,87883,6665044.666666667
GSE93765,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,28302913.789473683
GSE93772,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,14194005.583333334
GSE93774,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,71465122.83333333
GSE93782,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7227,16188520.5
GSE93783,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,50484531.62962963
GSE93786,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9541,29351881.9
GSE93787,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,65528640.60869565
GSE93796,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,33893633.06060606
GSE93801,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,4267446.05
GSE93802,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,2991090.73
GSE93804,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,41458983.333333336
GSE93805,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,39085096.333333336
GSE93806,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,7227,14524543.4375
GSE93807,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,9606,58498103.25
GSE93811,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,33078306
GSE93813,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,66048713
GSE93814,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,13670415.833333334
GSE93818,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,7955,6274392.333333333
GSE93820,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,55430419.928571425
GSE93823,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,7227,29368947.666666668
GSE93824,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,23063958.34375
GSE93827,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,10090,48971035.75
GSE93831,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,17197813.4
GSE93832,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,17197813.4
GSE93833,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,37973685.44444445
GSE93841,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,25109947.888888888
GSE93856,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,28573419
GSE93859,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,277,62250283
GSE93863,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,10090,24439915.75
GSE93866,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,11860454.5
GSE93867,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,15049217
GSE93870,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,22501792.125
GSE93871,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina nextseq 500,9606,49174998.722222224
GSE93873,NA,NA,NA,NA,NA,NA,NA,NA
GSE93877,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,15486339.5
GSE93890,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,178872,44932442.93333333
GSE93891,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,5755,196465286.30769232
GSE93894,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,1423,16213779.5
GSE93895,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,21242642.5
GSE93901,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,111105,12698134.25
GSE93902,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,13476530.583333334
GSE93904,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,17847417.75
GSE93906,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,4896,47923753
GSE93907,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina miseq,59374,1405661.3
GSE93909,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,28685384.7
GSE93910,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,3702,22481276.833333332
GSE93911,RIP-Seq,TRANSCRIPTOMIC,other,SINGLE,illumina,illumina hiseq 4000,9606,30685743.15625
GSE93912,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,280699,25585036
GSE93915,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,14570502.333333334
GSE93918,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,15669942.333333334
GSE93925,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,23299977.5
GSE93947,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,43700805.75
GSE93960,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,24892259.833333332
GSE93961,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,21270787.15
GSE93965,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid system 3.0,7955,22102546.25
GSE93976,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,18170299.666666668
GSE93977,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,27923,63619771.48387097
GSE93979,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,3702,7948693.25
GSE93988,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,78532942.875
GSE93990,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,5061,11635514.25
GSE93991,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,9606,55762229.666666664
GSE93996,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,25536074
GSE93999,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,14564845.5
GSE94003,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,3702,26212576
GSE94004,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9913,11361134.475
GSE94010,RIP-Seq,TRANSCRIPTOMIC,other,PAIRED,illumina,illumina hiseq 4000,10090,32638681.8125
GSE94011,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,24954248.333333332
GSE94015,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 3000,3702,16369728.944444444
GSE94017,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,22062069.888888888
GSE94018,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,15509412.5
GSE94019,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,21744478.46153846
GSE94020,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,63737,49265411.8
GSE94026,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10116,58739295.25
GSE94028,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab solid 4 system,9606,67647834
GSE94035,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,28870775.98837209
GSE94036,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,33542170.666666668
GSE94042,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,16658473.333333334
GSE94043,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,bgiseq,bgiseq-500,9606,368122336
GSE94053,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,9606,55428182.166666664
GSE94059,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,4264599.85
GSE94064,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,abi_solid,abi_solid ab 5500xl-w genetic analysis system,9606,19531456.25
GSE94067,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,62490814.5
GSE94077,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,6239,21875489.25
GSE94078,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,21255108.75
GSE94080,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10116,57730123.3
GSE94082,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,10090,28076012.416666668
GSE94085,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,49321797.7
GSE94087,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,1895577
GSE94089,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,10090,39790677.666666664
GSE94091,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,40410,8371126.765625
GSE94098,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,10090,26828339.75
GSE94099,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,23888983.305555556
GSE94105,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,4097,41526982.125
GSE94107,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,3702,12890896.97
GSE94110,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina miseq,162425,3402624.1666666665
GSE94111,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,51640711.75
GSE94116,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,9606,48163881.28
GSE94117,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,413997,4181140.26
GSE94118,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,26849045.666666668
GSE94120,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,29254625.8
GSE94121,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,10090,10139768.25
GSE94124,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina miseq,1006155,5674222
GSE94125,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,abi_solid,abi_solid ab 5500xl genetic analyzer,197221,8720624.7
GSE94126,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiscansq,9606,37717435.5
GSE94132,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,10090,29534501.611111112
GSE94133,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,13921074.5
GSE94135,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,ion_torrent,ion_torrent ion torrent proton,10090,6305131.684210527
GSE94137,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,4787,25966202.82352941
GSE94144,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,10090,16087607.2
GSE94147,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,10257619.666666666
GSE94149,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,9024017.848484848
GSE94150,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,8884377.638888888
GSE94153,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2500,9606,17565180
GSE94155,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,59943057.75
GSE94156,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina miseq,3483,1745408.9166666667
GSE94159,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,34697938
GSE94162,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,15270824
GSE94165,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,26922172
GSE94166,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,18819513.5
GSE94169,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,9037225
GSE94171,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,20144234
GSE94172,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,23695076
GSE94176,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,20616054
GSE94180,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,22267217
GSE94188,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,22864091
GSE94189,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,24245571
GSE94191,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,17142416
GSE94194,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,11531736
GSE94197,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,13643316
GSE94199,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,21575597.5
GSE94204,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,12100539
GSE94205,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2000,9606,17702339
GSE94207,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,17181589
GSE94208,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,22833096
GSE94210,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,14317072
GSE94213,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,22876129.5
GSE94214,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,22599175
GSE94215,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,9606,22367982
GSE94218,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,28288775
GSE94224,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina nextseq 500,10090,23080595.5
GSE94225,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 2000,9606,15062010
GSE94228,RNA-Seq,TRANSCRIPTOMIC,cDNA,PAIRED,illumina,illumina hiseq 4000,3847,9766241.111111112
GSE94238,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 4000,10090,27921727.666666668
GSE94239,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,27428707.666666668
GSE94241,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,9606,17625793.111111112
GSE94245,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,10090,36858786.96875
GSE94246,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 3000,10090,47614653.14285714
GSE94252,RNA-Seq,TRANSCRIPTOMIC,cDNA,SINGLE,illumina,illumina hiseq 2500,4577,9900982.916666666
